time,temp2,hum,dew,rain,mean1,dir,rainsum,rainint,press1,rainclass,gust2,road1_surface,road1_freez,road1_status,road1_salt,road2_surface,road2_freez,road2_salt,date,station_id,station_name
23:55,9.2,74,4.8,0,11.8,205,0.0,0.00,1000.0,0,36.9,6.8,-0.6,22,0.2,6.7,-1.0,0.3,2023-02-07,F-44,Hvalba
23:50,9.0,75,4.8,0,12.1,217,0.0,0.00,999.4,0,36.9,6.7,-0.6,22,0.2,6.8,-1.0,0.3,2023-02-07,F-44,Hvalba
23:45,9.3,73,4.7,0,11.6,225,0.0,0.00,999.8,0,30.4,6.8,-0.6,22,0.2,6.9,-0.9,0.2,2023-02-07,F-44,Hvalba
23:40,9.3,73,4.7,0,12.2,229,0.0,0.00,999.7,0,33.1,6.7,-0.6,22,0.2,6.9,-0.9,0.2,2023-02-07,F-44,Hvalba
23:35,9.2,74,4.7,0,11.5,219,0.0,0.00,1000.0,0,33.1,6.7,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:30,9.3,73,4.8,0,10.6,211,0.0,0.00,1001.0,0,27.3,6.6,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:25,9.0,74,4.7,0,11.2,212,0.0,0.00,1000.7,0,33.2,6.6,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:20,9.3,73,4.7,0,11.4,198,0.0,0.00,1001.0,0,33.2,6.5,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:15,9.1,74,4.7,0,10.8,206,0.0,0.00,1001.0,0,27.7,6.6,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:10,9.2,74,4.8,0,11.3,212,0.0,0.00,1001.4,0,29.7,6.7,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
23:05,9.0,75,4.8,0,11.2,210,0.0,0.00,1000.0,0,29.7,6.7,-0.6,22,0.2,6.8,-0.9,0.2,2023-02-07,F-44,Hvalba
23:00,9.2,74,4.8,0,11.8,224,0.0,0.00,1000.7,0,29.7,6.7,-0.6,22,0.2,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
22:55,9.2,74,4.8,0,11.2,221,0.0,0.00,1001.5,0,29.7,6.6,-0.6,22,0.2,6.8,-0.9,0.2,2023-02-07,F-44,Hvalba
22:50,8.9,75,4.8,0,8.3,207,0.0,0.00,1000.2,0,27.8,6.6,-0.5,22,0.1,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
22:45,9.0,75,4.8,0,8.7,214,0.0,0.00,1001.8,0,24.0,6.5,-0.5,22,0.1,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
22:40,9.0,75,4.8,0,11.3,234,0.0,0.00,1002.0,0,28.2,6.5,-0.5,22,0.1,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
22:35,9.0,75,4.8,0,11.3,234,0.0,0.00,1001.8,0,33.1,6.5,-0.5,22,0.1,6.7,-0.9,0.2,2023-02-07,F-44,Hvalba
22:30,8.7,76,4.7,0,8.9,200,0.0,0.00,1000.0,0,33.1,6.4,-0.5,22,0.1,6.6,-0.8,0.2,2023-02-07,F-44,Hvalba
22:25,8.8,76,4.8,0,8.3,213,0.0,0.00,1002.3,0,22.4,6.4,-0.5,22,0.1,6.6,-0.7,0.2,2023-02-07,F-44,Hvalba
22:20,8.8,75,4.7,0,8.1,228,0.0,0.00,1002.4,0,22.4,6.4,-0.5,22,0.1,6.5,-0.7,0.2,2023-02-07,F-44,Hvalba
22:10,8.8,75,4.7,0,10.0,219,0.0,0.00,1002.2,0,28.3,6.4,-0.4,22,0.1,6.7,-0.5,0.1,2023-02-07,F-44,Hvalba
22:05,8.8,75,4.6,0,9.5,217,0.0,0.00,1003.0,0,28.3,6.4,-0.4,22,0.1,6.6,-0.4,0.1,2023-02-07,F-44,Hvalba
22:00,8.9,75,4.6,0,7.1,226,0.0,0.00,1002.5,0,28.0,6.4,-0.4,22,0.1,6.6,-0.4,0.1,2023-02-07,F-44,Hvalba
21:55,9.0,74,4.5,0,8.2,228,0.0,0.00,1002.5,0,23.3,6.2,-0.4,22,0.1,6.6,-0.4,0.1,2023-02-07,F-44,Hvalba
21:50,8.9,74,4.5,0,10.9,219,0.0,0.00,1002.7,0,28.4,6.3,-0.4,22,0.1,6.6,-0.4,0.1,2023-02-07,F-44,Hvalba
21:45,8.8,74,4.4,0,10.5,212,0.0,0.00,1002.7,0,28.4,6.3,-0.4,22,0.1,6.5,-0.4,0.1,2023-02-07,F-44,Hvalba
21:40,8.8,74,4.4,0,8.6,144,0.0,0.00,1003.2,0,24.6,6.3,-0.4,22,0.1,6.4,-0.4,0.1,2023-02-07,F-44,Hvalba
21:35,8.8,74,4.4,0,8.5,196,0.0,0.00,1003.4,0,24.6,6.2,-0.4,22,0.1,6.4,-0.5,0.1,2023-02-07,F-44,Hvalba
21:30,8.9,73,4.4,0,8.2,245,0.0,0.00,1003.5,0,24.5,6.1,-0.4,22,0.1,6.4,-0.5,0.1,2023-02-07,F-44,Hvalba
21:25,8.7,74,4.4,0,8.9,241,0.0,0.00,1003.6,0,24.2,6.2,-0.4,22,0.1,6.4,-0.5,0.1,2023-02-07,F-44,Hvalba
21:20,8.7,74,4.3,0,10.2,232,0.0,0.00,1003.5,0,29.0,6.1,-0.4,22,0.1,6.3,-0.5,0.1,2023-02-07,F-44,Hvalba
21:15,8.8,73,4.3,0,9.2,236,0.0,0.00,1003.6,0,29.0,6.1,-0.4,22,0.1,6.3,-0.5,0.1,2023-02-07,F-44,Hvalba
21:10,8.7,74,4.2,0,9.2,244,0.0,0.00,1004.3,0,26.6,6.0,-0.4,22,0.1,6.2,-0.5,0.1,2023-02-07,F-44,Hvalba
21:05,8.6,73,4.1,0,11.0,213,0.0,0.00,1003.9,0,28.1,6.1,-0.4,22,0.1,6.3,-0.5,0.1,2023-02-07,F-44,Hvalba
21:00,8.7,73,4.0,0,9.9,230,0.0,0.00,1004.7,0,28.1,6.0,-0.4,22,0.1,6.2,-0.5,0.1,2023-02-07,F-44,Hvalba
20:55,8.9,71,4.0,0,9.8,226,0.0,0.00,1005.1,0,27.2,6.0,-0.4,22,0.1,6.1,-0.5,0.1,2023-02-07,F-44,Hvalba
