time,temp2,hum,dew,rain,mean1,dir,rainsum,rainint,press1,rainclass,gust2,road1_surface,road1_freez,road1_status,road1_salt,road2_surface,road2_freez,road2_salt,date,station_id,station_name
23:55,2.1,70,-2.7,0,11.6,291,0.0,0.00,993.9,0,23.0,-0.3,-1.5,24,0.8,-0.1,-0.1,0.1,2023-02-08,F-44,Hvalba
23:50,2.0,72,-2.5,0,14.4,294,0.0,0.00,993.9,0,25.0,-0.3,-1.6,24,0.9,-0.1,-0.1,0.1,2023-02-08,F-44,Hvalba
23:45,1.6,74,-2.5,0,14.4,301,0.0,0.00,993.5,0,25.2,-0.2,-1.7,24,0.9,-0.1,-0.1,0.1,2023-02-08,F-44,Hvalba
23:40,1.6,76,-2.1,0,13.5,302,0.0,0.00,993.6,0,25.3,-0.2,-1.8,24,1.0,-0.1,-0.2,0.1,2023-02-08,F-44,Hvalba
23:35,1.9,75,-2.1,0,11.9,296,0.0,0.00,993.5,0,25.3,0.0,-1.9,24,1.0,0.0,-0.2,0.1,2023-02-08,F-44,Hvalba
23:30,3.2,73,-1.1,0,8.3,298,0.0,0.00,993.7,0,21.6,0.1,-2.0,24,1.0,0.3,-0.2,0.1,2023-02-08,F-44,Hvalba
23:25,3.3,77,-0.3,0,5.8,114,0.0,0.00,994.1,0,13.1,0.0,-1.8,24,0.9,0.0,-0.1,0.1,2023-02-08,F-44,Hvalba
23:20,2.7,78,-0.7,0,6.6,91,0.0,0.00,994.3,0,19.4,0.0,-1.5,24,0.8,0.0,-0.1,0.1,2023-02-08,F-44,Hvalba
23:15,2.4,79,-0.8,0,8.0,285,0.0,0.00,994.1,0,19.4,-0.1,-1.2,24,0.7,0.0,-0.2,0.1,2023-02-08,F-44,Hvalba
23:10,2.3,81,-0.6,0,7.9,291,0.0,0.00,994.4,0,19.4,-0.1,-1.1,24,0.6,0.0,-0.2,0.1,2023-02-08,F-44,Hvalba
23:05,2.2,83,-0.4,0,8.8,285,0.0,0.00,994.6,0,19.6,0.0,-1.1,24,0.6,0.1,-0.2,0.1,2023-02-08,F-44,Hvalba
23:00,1.6,86,-0.5,0,9.6,284,0.0,0.00,994.3,0,19.6,0.0,-1.2,24,0.6,0.1,-0.2,0.1,2023-02-08,F-44,Hvalba
22:55,1.5,86,-0.6,0,10.2,287,0.0,0.00,994.7,0,28.8,0.0,-1.3,24,0.7,0.0,-0.2,0.1,2023-02-08,F-44,Hvalba
22:50,2.8,78,-0.6,0,8.8,278,0.0,0.00,995.1,0,28.8,0.0,-1.4,24,0.8,0.0,-0.2,0.1,2023-02-08,F-44,Hvalba
22:45,2.8,78,-0.6,0,5.8,242,0.0,0.00,994.2,0,25.2,1.0,-1.7,24,0.9,1.1,-0.2,0.1,2023-02-08,F-44,Hvalba
22:40,2.8,78,-0.6,0,5.4,79,0.0,0.00,994.8,0,11.4,0.8,-1.9,24,1.0,0.9,-0.2,0.1,2023-02-08,F-44,Hvalba
22:35,2.7,78,-0.7,0,4.8,63,0.0,0.00,994.6,0,10.0,0.5,-1.9,24,1.0,0.6,-0.2,0.1,2023-02-08,F-44,Hvalba
22:30,2.5,78,-0.9,0,5.1,75,0.0,0.00,994.8,0,11.9,0.4,-2.2,24,1.1,0.5,-0.2,0.1,2023-02-08,F-44,Hvalba
22:25,2.2,79,-1.2,0,5.3,128,0.0,0.00,994.9,0,12.3,0.5,-2.4,24,1.3,0.5,-0.2,0.1,2023-02-08,F-44,Hvalba
22:20,2.3,79,-1.0,0,4.5,45,0.0,0.00,994.5,0,12.3,0.7,-2.6,24,1.3,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
22:15,2.2,79,-1.0,0,6.0,182,0.0,0.00,994.9,0,17.0,0.6,-2.6,24,1.4,0.7,-0.2,0.1,2023-02-08,F-44,Hvalba
22:10,2.0,79,-1.3,0,6.2,151,0.0,0.00,994.8,0,17.0,0.6,-2.8,24,1.5,0.6,-0.2,0.1,2023-02-08,F-44,Hvalba
22:05,2.4,79,-0.9,0,4.8,139,0.0,0.00,994.5,0,11.0,0.9,-3.0,24,1.5,0.9,-0.2,0.1,2023-02-08,F-44,Hvalba
22:00,2.6,80,-0.5,0,4.6,27,0.0,0.00,994.4,0,11.6,1.0,-3.0,24,1.6,1.1,-0.2,0.1,2023-02-08,F-44,Hvalba
21:55,2.4,80,-0.7,0,4.6,81,0.0,0.00,994.5,0,13.9,1.0,-3.0,24,1.6,1.1,-0.2,0.1,2023-02-08,F-44,Hvalba
21:50,2.4,79,-0.8,0,6.5,272,0.0,0.00,994.9,0,17.4,0.9,-2.9,24,1.5,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
21:45,2.1,79,-1.0,0,6.9,286,0.0,0.00,994.5,0,18.0,0.9,-2.9,24,1.5,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
21:40,2.5,78,-0.9,0,5.9,216,0.0,0.00,994.3,0,18.0,0.9,-2.9,24,1.5,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
21:35,2.4,78,-0.9,0,6.7,249,0.0,0.00,995.0,0,17.4,0.8,-2.7,24,1.4,0.9,-0.3,0.1,2023-02-08,F-44,Hvalba
21:30,2.3,79,-1.0,0,8.4,287,0.0,0.00,994.5,0,20.9,0.7,-2.6,24,1.3,0.9,-0.3,0.1,2023-02-08,F-44,Hvalba
21:25,2.1,82,-0.6,0,10.0,296,0.0,0.00,994.1,0,20.9,0.8,-2.6,24,1.4,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
21:20,2.1,82,-0.6,0,8.3,290,0.0,0.00,995.0,0,18.4,0.8,-2.6,24,1.4,0.9,-0.3,0.2,2023-02-08,F-44,Hvalba
21:15,1.9,83,-0.6,0,7.6,304,0.0,0.00,995.1,0,19.2,0.7,-2.8,24,1.5,0.7,-0.2,0.1,2023-02-08,F-44,Hvalba
21:10,1.8,83,-0.8,0,8.4,282,0.0,0.00,995.0,0,19.2,0.6,-2.6,24,1.4,0.7,-0.2,0.1,2023-02-08,F-44,Hvalba
21:05,1.9,82,-0.8,0,7.8,283,0.0,0.00,994.8,0,21.1,0.3,-2.5,24,1.3,0.7,-0.2,0.1,2023-02-08,F-44,Hvalba
21:00,2.0,82,-0.8,0,9.4,290,0.0,0.00,994.5,0,21.1,0.8,-2.2,24,1.2,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
20:55,2.4,80,-0.8,0,10.3,297,0.0,0.00,994.2,0,19.6,0.8,-2.6,24,1.4,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
20:50,2.7,80,-0.5,0,7.6,274,0.0,0.00,994.4,0,19.6,0.8,-3.1,24,1.6,1.0,-0.3,0.2,2023-02-08,F-44,Hvalba
20:45,2.7,80,-0.4,0,5.8,257,0.0,0.00,994.8,0,17.0,0.7,-3.0,24,1.6,0.9,-0.3,0.2,2023-02-08,F-44,Hvalba
20:40,2.4,82,-0.3,0,4.8,285,0.0,0.00,994.4,0,17.0,0.7,-3.1,24,1.6,0.7,-0.4,0.2,2023-02-08,F-44,Hvalba
20:35,2.1,85,-0.3,0,4.9,289,0.0,0.00,995.0,0,15.0,0.4,-2.8,24,1.4,0.6,-0.4,0.2,2023-02-08,F-44,Hvalba
20:30,1.8,87,-0.2,0,6.1,294,0.0,0.00,994.9,0,17.5,0.3,-2.3,24,1.2,0.4,-0.4,0.2,2023-02-08,F-44,Hvalba
20:25,1.6,87,-0.4,0,6.5,256,0.0,0.00,995.1,0,17.5,0.2,-1.9,24,1.0,0.3,-0.5,0.2,2023-02-08,F-44,Hvalba
20:20,1.2,88,-0.6,0,6.1,240,0.0,0.00,994.8,0,16.3,0.1,-1.4,24,0.7,0.2,-0.7,0.2,2023-02-08,F-44,Hvalba
20:15,0.9,90,-0.5,0,10.0,254,0.0,0.00,995.4,0,21.8,0.3,-0.9,24,0.5,0.3,-0.5,0.1,2023-02-08,F-44,Hvalba
20:10,0.8,87,-1.1,0,12.2,290,0.0,0.00,994.7,0,23.4,0.6,-0.8,24,0.4,0.3,-0.4,0.1,2023-02-08,F-44,Hvalba
20:05,2.4,76,-1.5,0,9.6,291,0.0,0.00,994.3,0,23.4,1.0,-0.9,24,0.5,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
20:00,2.5,76,-1.4,0,9.9,294,0.0,0.00,995.1,0,18.7,0.7,-1.1,24,0.6,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
19:55,2.3,76,-1.4,0,10.1,287,0.0,0.00,994.2,0,22.4,0.5,-1.2,24,0.6,0.7,-0.3,0.1,2023-02-08,F-44,Hvalba
19:50,2.1,75,-1.9,0,9.7,281,0.0,0.00,995.2,0,22.4,0.6,-1.4,24,0.8,0.7,-0.3,0.1,2023-02-08,F-44,Hvalba
19:45,2.1,77,-1.5,0,9.7,300,0.0,0.00,994.8,0,20.6,0.7,-1.8,24,1.0,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
19:40,2.0,79,-1.3,0,7.4,285,0.0,0.00,994.2,0,19.3,0.5,-2.2,24,1.1,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
19:35,2.9,72,-1.7,0,5.4,105,0.0,0.00,994.7,0,12.3,1.0,-2.3,24,1.2,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
19:30,2.3,72,-2.3,0,5.3,65,0.0,0.00,995.0,0,16.6,0.9,-2.1,24,1.1,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
19:25,2.2,72,-2.3,0,6.0,229,0.0,0.00,995.3,0,17.1,1.0,-1.9,24,1.0,1.1,-0.3,0.1,2023-02-08,F-44,Hvalba
19:20,3.0,69,-2.2,0,6.4,303,0.0,0.00,995.0,0,17.1,1.3,-2.4,24,1.3,1.5,-0.2,0.1,2023-02-08,F-44,Hvalba
19:15,4.2,69,-0.9,0,6.4,47,0.0,0.00,994.6,0,14.3,1.2,-2.8,24,1.5,1.4,-0.2,0.1,2023-02-08,F-44,Hvalba
19:10,4.2,68,-1.2,0,5.8,78,0.0,0.00,994.8,0,14.0,1.3,-3.0,24,1.6,1.4,-0.2,0.1,2023-02-08,F-44,Hvalba
19:05,3.9,71,-0.9,0,5.7,70,0.0,0.00,994.6,0,15.1,1.2,-3.2,24,1.7,1.3,-0.2,0.1,2023-02-08,F-44,Hvalba
19:00,3.9,71,-0.9,0,6.1,136,0.0,0.00,994.8,0,15.1,0.9,-3.3,24,1.7,1.3,-0.2,0.1,2023-02-08,F-44,Hvalba
18:55,3.9,70,-1.1,0,5.7,145,0.0,0.00,994.5,0,14.7,0.9,-3.3,24,1.7,1.1,-0.2,0.1,2023-02-08,F-44,Hvalba
18:50,4.0,70,-1.0,0,5.7,225,0.0,0.00,994.9,0,14.7,0.8,-3.4,24,1.8,1.0,-0.3,0.1,2023-02-08,F-44,Hvalba
18:45,3.9,70,-1.0,0,5.3,68,0.0,0.00,994.4,0,13.6,0.8,-3.5,24,1.8,0.9,-0.2,0.1,2023-02-08,F-44,Hvalba
18:40,3.5,72,-1.0,0,5.6,117,0.0,0.00,994.5,0,16.3,0.7,-3.5,24,1.8,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
18:35,3.4,70,-1.5,0,6.1,131,0.0,0.00,994.6,0,17.6,0.5,-3.5,24,1.8,0.5,-0.2,0.1,2023-02-08,F-44,Hvalba
18:30,3.4,69,-1.7,0,6.1,107,0.0,0.00,994.7,0,17.6,0.3,-3.3,24,1.7,0.3,-0.2,0.1,2023-02-08,F-44,Hvalba
18:25,3.1,70,-1.9,0,6.2,194,0.0,0.00,995.0,0,15.0,0.4,-3.0,24,1.5,0.5,-0.2,0.1,2023-02-08,F-44,Hvalba
18:20,2.8,73,-1.6,0,5.4,134,0.0,0.00,994.7,0,14.3,0.8,-2.5,24,1.3,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
18:15,2.3,77,-1.3,0,5.2,54,0.0,0.00,994.7,0,12.9,1.0,-2.0,24,1.0,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
18:10,2.2,77,-1.4,0,5.7,117,0.0,0.00,994.5,0,14.0,0.9,-1.2,24,0.6,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
18:05,2.0,77,-1.6,0,6.5,188,0.0,0.00,994.6,0,18.8,0.7,-0.4,28,0.2,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
18:00,1.4,80,-1.8,0,10.7,286,0.0,0.00,995.0,0,26.6,0.9,-0.1,22,0.0,0.9,-0.2,0.1,2023-02-08,F-44,Hvalba
17:55,2.1,77,-1.5,0,12.3,283,0.0,0.00,994.0,0,26.6,1.2,-0.1,22,0.0,1.2,-0.2,0.1,2023-02-08,F-44,Hvalba
17:50,2.9,72,-1.6,0,7.7,288,0.0,0.00,994.2,0,21.0,1.2,-0.1,23,0.0,1.3,-0.2,0.1,2023-02-08,F-44,Hvalba
17:45,3.7,70,-1.3,0,5.0,2,0.0,0.00,994.7,0,15.9,1.1,-0.1,23,0.1,1.2,-0.2,0.1,2023-02-08,F-44,Hvalba
17:40,3.7,70,-1.2,0,5.3,121,0.0,0.00,994.6,0,12.4,0.9,-0.2,23,0.1,1.0,-0.2,0.1,2023-02-08,F-44,Hvalba
17:35,3.5,69,-1.6,0,5.4,128,0.0,0.00,994.5,0,13.7,0.7,-0.3,22,0.1,0.8,-0.2,0.1,2023-02-08,F-44,Hvalba
17:30,3.6,71,-1.3,0,5.4,115,0.0,0.00,994.7,0,13.7,0.5,-0.4,22,0.2,0.6,-0.2,0.1,2023-02-08,F-44,Hvalba
17:25,3.3,72,-1.2,0,5.4,114,0.0,0.00,994.6,0,13.8,0.6,-0.7,22,0.2,0.6,-0.2,0.1,2023-02-08,F-44,Hvalba
17:20,3.0,74,-1.2,0,4.1,123,0.0,0.00,994.6,0,13.8,0.6,-0.8,22,0.2,0.7,-0.2,0.1,2023-02-08,F-44,Hvalba
17:15,2.3,76,-1.4,0,2.9,93,0.0,0.00,995.1,0,8.6,0.7,-0.8,22,0.2,0.7,-0.3,0.1,2023-02-08,F-44,Hvalba
17:10,2.1,76,-1.7,0,3.5,109,0.0,0.00,995.1,0,10.4,0.6,-0.8,28,0.2,0.7,-0.3,0.1,2023-02-08,F-44,Hvalba
17:05,1.9,76,-1.9,0,4.5,146,0.0,0.00,995.1,0,11.1,0.5,-0.8,38,0.2,0.6,-0.3,0.1,2023-02-08,F-44,Hvalba
17:00,1.7,76,-2.1,0,5.6,136,0.0,0.00,995.0,0,15.8,0.8,-0.8,28,0.2,0.9,-0.3,0.1,2023-02-08,F-44,Hvalba
16:55,1.8,73,-2.6,0,5.9,192,0.0,0.00,995.4,0,15.8,1.1,-0.8,28,0.2,1.2,-0.3,0.1,2023-02-08,F-44,Hvalba
16:50,2.8,66,-3.0,0,7.1,220,0.0,0.00,995.4,0,21.0,1.1,-0.8,28,0.2,1.3,-0.3,0.1,2023-02-08,F-44,Hvalba
16:40,3.7,60,-3.4,0,6.1,243,0.0,0.00,994.9,0,17.3,1.1,-0.8,28,0.2,1.1,-0.3,0.1,2023-02-08,F-44,Hvalba
16:35,3.8,59,-3.6,0,7.3,305,0.0,0.00,995.0,0,17.3,0.9,-0.8,28,0.2,0.9,-0.3,0.1,2023-02-08,F-44,Hvalba
16:30,4.0,57,-3.8,0,6.0,350,0.0,0.00,994.7,0,14.7,0.9,-0.8,28,0.2,1.1,-0.3,0.1,2023-02-08,F-44,Hvalba
