time,temp2,hum,dew,rain,mean1,dir,rainsum,rainint,press1,rainclass,gust2,road1_surface,road1_freez,road1_status,road1_salt,road2_surface,road2_freez,road2_salt,date,station_id,station_name
23:55,2.6,78,-0.8,0,4.8,174,1.8,0.00,800.0,0,6.9,-0.4,-2.9,428,0.8,-0.3,-4.4,1.2,2023-02-09,F-23,Vatnsoyrar
23:50,2.7,77,-1.0,0,4.8,175,1.8,0.00,800.0,0,6.9,-0.4,-2.9,428,0.8,-0.3,-4.5,1.3,2023-02-09,F-23,Vatnsoyrar
23:45,2.6,75,-1.3,0,4.8,178,1.8,0.00,800.0,0,6.9,-0.5,-3.0,428,0.8,-0.4,-4.6,1.4,2023-02-09,F-23,Vatnsoyrar
23:40,2.9,74,-1.3,0,4.4,181,1.8,0.00,800.0,0,6.5,-0.5,-3.0,428,0.8,-0.4,-4.2,1.4,2023-02-09,F-23,Vatnsoyrar
23:35,2.6,72,-1.8,0,4.0,179,1.8,0.00,800.0,0,6.1,-0.6,-3.1,428,0.8,-0.5,-3.4,1.5,2023-02-09,F-23,Vatnsoyrar
23:30,2.6,72,-2.0,0,4.4,182,1.8,0.00,800.0,0,6.9,-0.6,-3.1,28,0.8,-0.6,-3.2,1.3,2023-02-09,F-23,Vatnsoyrar
23:25,2.9,71,-1.9,0,5.2,184,1.8,0.00,800.0,0,8.1,-0.6,-3.2,28,0.8,-0.5,-2.9,0.9,2023-02-09,F-23,Vatnsoyrar
23:20,2.9,69,-2.2,0,6.1,182,1.8,0.00,800.0,0,8.5,-0.7,-3.2,28,0.8,-0.6,-2.6,0.7,2023-02-09,F-23,Vatnsoyrar
23:15,3.1,68,-2.3,0,6.5,182,1.8,0.00,800.0,0,8.5,-0.7,-3.3,28,0.8,-0.7,-2.7,0.7,2023-02-09,F-23,Vatnsoyrar
23:10,3.2,66,-2.6,0,6.5,182,1.8,0.00,800.0,0,8.5,-0.8,-3.3,28,0.9,-0.8,-2.7,0.8,2023-02-09,F-23,Vatnsoyrar
23:05,3.1,64,-3.0,0,5.6,184,1.8,0.00,800.0,0,8.1,-0.9,-3.4,28,0.9,-0.9,-2.7,0.8,2023-02-09,F-23,Vatnsoyrar
23:00,3.3,63,-3.1,0,4.8,186,1.8,0.00,800.0,0,7.7,-1.0,-3.4,28,0.9,-1.0,-2.5,0.9,2023-02-09,F-23,Vatnsoyrar
22:55,3.3,60,-3.6,0,4.8,185,1.8,0.00,800.0,0,7.7,-1.1,-3.5,28,0.9,-1.0,-2.1,0.8,2023-02-09,F-23,Vatnsoyrar
22:50,3.2,62,-3.4,0,4.4,184,1.8,0.00,800.0,0,7.3,-1.2,-3.6,28,0.9,-1.1,-1.7,0.6,2023-02-09,F-23,Vatnsoyrar
22:45,3.0,61,-3.8,0,4.0,182,1.8,0.00,800.0,0,6.9,-1.2,-3.6,28,0.9,-1.2,-1.8,0.6,2023-02-09,F-23,Vatnsoyrar
22:40,2.8,61,-3.9,0,3.2,186,1.8,0.00,800.0,0,5.2,-1.4,-3.7,28,1.0,-1.3,-1.9,0.6,2023-02-09,F-23,Vatnsoyrar
22:35,3.0,60,-3.9,0,3.6,192,1.8,0.00,800.0,0,6.5,-1.4,-3.8,28,1.0,-1.3,-2.1,0.6,2023-02-09,F-23,Vatnsoyrar
22:30,3.0,59,-4.3,0,3.6,189,1.8,0.00,800.0,0,6.5,-1.4,-3.8,28,1.0,-1.3,-1.8,0.5,2023-02-09,F-23,Vatnsoyrar
22:25,2.8,57,-4.7,0,3.6,186,1.8,0.00,800.0,0,6.1,-1.4,-3.9,28,1.0,-1.4,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
22:20,3.0,58,-4.6,0,4.0,192,1.8,0.00,800.0,0,6.9,-1.5,-4.0,28,1.0,-1.4,-0.6,0.2,2023-02-09,F-23,Vatnsoyrar
22:15,2.9,59,-4.3,0,3.6,192,1.8,0.00,800.0,0,6.9,-1.5,-4.1,28,1.1,-1.4,-0.7,0.2,2023-02-09,F-23,Vatnsoyrar
22:10,2.9,57,-4.7,0,2.8,192,1.8,0.00,800.0,0,5.2,-1.6,-4.2,28,1.1,-1.5,-0.7,0.2,2023-02-09,F-23,Vatnsoyrar
22:05,2.7,56,-5.1,0,2.4,188,1.8,0.00,800.0,0,4.4,-1.6,-4.3,28,1.1,-1.5,-0.7,0.2,2023-02-09,F-23,Vatnsoyrar
22:00,2.9,54,-5.4,0,2.4,202,1.8,0.00,800.0,0,6.1,-1.7,-4.4,28,1.1,-1.6,-0.6,0.2,2023-02-09,F-23,Vatnsoyrar
21:55,2.9,52,-6.0,0,2.0,230,1.8,0.00,800.0,0,6.5,-1.7,-4.5,28,1.1,-1.6,-0.5,0.1,2023-02-09,F-23,Vatnsoyrar
21:50,2.8,51,-6.2,0,2.4,219,1.8,0.00,800.0,0,6.5,-1.7,-4.6,28,1.2,-1.6,-0.5,0.1,2023-02-09,F-23,Vatnsoyrar
21:45,2.6,54,-5.7,0,2.0,200,1.8,0.00,800.0,0,6.5,-1.7,-4.7,28,1.2,-1.6,-0.5,0.1,2023-02-09,F-23,Vatnsoyrar
21:40,2.6,58,-4.9,0,2.0,193,1.8,0.00,800.0,0,6.1,-1.7,-4.9,28,1.2,-1.6,-0.5,0.1,2023-02-09,F-23,Vatnsoyrar
21:35,2.6,57,-5.0,0,2.0,182,1.8,0.00,800.0,0,6.1,-1.7,-5.0,28,1.3,-1.5,-0.6,0.2,2023-02-09,F-23,Vatnsoyrar
21:30,2.5,57,-5.0,0,1.2,192,1.8,0.00,800.0,0,3.6,-1.7,-5.1,28,1.3,-1.5,-0.6,0.2,2023-02-09,F-23,Vatnsoyrar
21:25,2.5,57,-5.1,0,1.2,193,1.8,0.00,800.0,0,3.2,-1.7,-5.3,28,1.3,-1.5,-0.6,0.2,2023-02-09,F-23,Vatnsoyrar
21:20,2.5,56,-5.5,0,1.2,178,1.8,0.00,800.0,0,3.2,-1.7,-5.4,28,1.4,-1.6,-0.5,0.2,2023-02-09,F-23,Vatnsoyrar
21:15,2.2,56,-5.6,0,0.8,174,1.8,0.00,800.0,0,2.8,-1.7,-5.6,28,1.4,-1.6,-0.4,0.2,2023-02-09,F-23,Vatnsoyrar
21:10,2.2,56,-5.7,0,0.8,191,1.8,0.00,800.0,0,2.4,-1.7,-5.8,28,1.5,-1.6,-0.3,0.2,2023-02-09,F-23,Vatnsoyrar
21:05,2.2,57,-5.4,0,1.2,205,1.8,0.00,800.0,0,4.0,-1.7,-5.9,28,1.5,-1.6,-0.5,0.3,2023-02-09,F-23,Vatnsoyrar
21:00,2.4,56,-5.5,0,1.2,216,1.8,0.00,800.0,0,4.8,-1.7,-6.1,28,1.5,-1.6,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
20:55,2.3,54,-6.0,0,1.6,193,1.8,0.00,800.0,0,4.8,-1.7,-6.3,28,1.6,-1.6,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
20:50,2.2,54,-6.1,0,1.2,148,1.8,0.00,800.0,0,4.0,-1.7,-6.5,28,1.6,-1.6,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
20:45,2.0,54,-6.4,0,0.4,107,1.8,0.00,800.0,0,1.6,-1.7,-6.7,28,1.7,-1.6,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
20:40,2.0,53,-6.5,0,0.4,52,1.8,0.00,800.0,0,1.6,-1.7,-6.9,28,1.7,-1.6,-1.1,0.3,2023-02-09,F-23,Vatnsoyrar
